CUSTOMER_ID,AGE,GENDER,CITY,PLAN_TYPE
CUST01707,26,Male,Holmesburgh,Standard
CUST01708,72,Male,West Melissashire,Gold
CUST01709,76,Male,Derrickshire,Standard
CUST01710,81,Male,Jerryville,Standard
CUST01711,22,Female,Edwardsberg,Gold
CUST01712,64,Female,Matamouth,Gold
CUST01713,84,Male,West Brittany,Bronze
CUST01714,78,Male,New John,Silver
CUST01715,30,Male,Barronport,Standard
CUST01716,28,Female,South John,Standard
CUST01717,34,Female,Courtneymouth,Gold
CUST01718,85,Female,Coreybury,Standard
CUST01719,64,Female,East Jamesview,Silver
CUST01720,69,Female,Matthewville,Gold
CUST01721,53,Male,Jonesville,Silver
CUST01722,41,Female,Lake William,Gold
CUST01723,29,Male,New Bonnie,Gold
CUST01724,22,Male,Nicoleburgh,Gold
CUST01725,44,Male,Moralesport,Silver
CUST01726,56,Female,Brennanchester,Standard
CUST01727,77,Male,Spencerton,Standard
CUST01728,49,Male,West Timothy,Bronze
CUST01729,67,Female,Tuckershire,Silver
CUST01730,41,Male,Jacksonview,Silver
CUST01731,52,Female,Michaelside,Silver
CUST01732,19,Female,Markport,Gold
CUST01733,69,Female,New Megan,Standard
CUST01734,37,Female,Monroestad,Gold
CUST01735,84,Male,Davidburgh,Bronze
CUST01736,26,Male,East Crystalfurt,Gold
CUST01737,23,Female,New Karen,Silver
CUST01738,53,Male,Johnfort,Standard
CUST01739,60,Male,Jenniferburgh,Gold
CUST01740,81,Female,North Thomas,Gold
CUST01741,84,Male,West Stephanie,Gold
CUST01742,46,Male,Sergiomouth,Standard
CUST01743,63,Female,South Samantha,Silver
CUST01744,47,Female,New Robertland,Silver
CUST01745,29,Male,Patelside,Bronze
CUST01746,54,Male,East Bridget,Silver
CUST01747,51,Female,Lake Melissaberg,Standard
CUST01748,81,Female,Leetown,Bronze
CUST01749,74,Male,Jeremyhaven,Standard
CUST01750,35,Male,Port Jacob,Silver
CUST01751,33,Male,South Anthony,Silver
CUST01752,37,Male,Hamiltonfurt,Standard
CUST01753,85,Male,Sandersside,Bronze
CUST01754,33,Male,North Rachelland,Silver
CUST01755,65,Female,North Ashley,Standard
CUST01756,29,Male,South Ian,Bronze
CUST01757,39,Male,Walkerfurt,Standard
CUST01758,35,Male,North Tracy,Standard
CUST01759,78,Female,South Kristen,Silver
CUST01760,75,Female,Lestermouth,Standard
CUST01761,68,Male,North Jonathan,Gold
CUST01762,34,Female,Huffmanchester,Gold
CUST01763,40,Female,Spencerfort,Silver
CUST01764,22,Female,Allenport,Gold
CUST01765,51,Male,New Christina,Bronze
CUST01766,43,Male,Derektown,Standard
CUST01767,28,Female,Bruceview,Bronze
CUST01768,37,Female,Maloneside,Standard
CUST01769,80,Male,North Kathleen,Gold
CUST01770,26,Female,Jeffreyside,Standard
CUST01771,75,Female,New Tonya,Silver
CUST01772,69,Female,Luisbury,Gold
CUST01773,71,Female,Smithfort,Gold
CUST01774,20,Male,Matthewchester,Bronze
CUST01775,45,Female,Fernandochester,Silver
CUST01776,19,Female,Andrewsville,Gold
CUST01777,51,Female,Maysville,Standard
CUST01778,65,Female,New Christopherfurt,Standard
CUST01779,49,Female,North Aaronfort,Bronze
CUST01780,74,Female,Nguyenside,Bronze
CUST01781,78,Male,South Henryburgh,Silver
CUST01782,70,Female,South Jerry,Gold
CUST01783,32,Male,Wolfview,Standard
CUST01784,64,Male,Gabrielchester,Gold
CUST01785,74,Male,Crossfort,Bronze
CUST01786,44,Female,Michellefort,Gold
CUST01787,80,Female,Reginatown,Standard
CUST01788,74,Female,East Douglasville,Silver
CUST01789,49,Female,New Henryshire,Gold
CUST01790,23,Male,Johnborough,Standard
CUST01791,71,Female,New Samantha,Bronze
CUST01792,40,Male,Grosston,Silver
CUST01793,56,Female,South Ryanhaven,Silver
CUST01794,76,Female,Elizabethmouth,Gold
CUST01795,82,Male,New Brendanton,Standard
CUST01796,23,Female,Greerview,Bronze
CUST01797,81,Female,Claytonchester,Gold
CUST01798,37,Male,West Shannonton,Silver
CUST01799,42,Male,Myersfurt,Gold
CUST01800,83,Female,New Elizabeth,Bronze
CUST01801,82,Male,Port Michael,Bronze
CUST01802,32,Male,South Sharonmouth,Bronze
CUST01803,50,Female,East Jonathanfort,Bronze
CUST01804,27,Female,Lake Michael,Gold
CUST01805,52,Female,West Carol,Standard
CUST01806,37,Female,Sharonberg,Gold
CUST01807,71,Female,Littleshire,Silver
CUST01808,67,Male,Harrisside,Standard
CUST01809,68,Female,Port Gregory,Standard
CUST01810,30,Male,Port Carolside,Silver
CUST01811,41,Male,South Toddshire,Gold
CUST01812,65,Female,South Benjaminburgh,Bronze
CUST01813,60,Female,East Staceyhaven,Standard
CUST01814,33,Male,Randyfort,Bronze
CUST01815,21,Female,Jonton,Standard
CUST01816,74,Male,Liburgh,Standard
CUST01817,61,Female,Port Joseph,Standard
CUST01818,54,Male,New Jordan,Gold
CUST01819,58,Female,Lake Michael,Bronze
CUST01820,82,Female,Kevinport,Bronze
CUST01821,29,Male,Lake Stacy,Bronze
CUST01822,59,Male,Lake Sierra,Bronze
CUST01823,81,Male,Dominguezport,Gold
CUST01824,46,Female,Brendabury,Silver
CUST01825,49,Male,Kimberlyport,Silver
CUST01826,22,Male,Lake Stephen,Bronze
CUST01827,84,Male,Robertstad,Gold
CUST01828,29,Male,Jamesland,Silver
CUST01829,36,Male,Kevinborough,Silver
CUST01830,56,Female,East Richardshire,Silver
CUST01831,58,Male,Georgetown,Standard
CUST01832,24,Female,East Brooke,Standard
CUST01833,41,Male,East Tonyside,Silver
CUST01834,18,Male,North Steven,Bronze
CUST01835,43,Female,New Krista,Silver
CUST01836,85,Male,Port Douglas,Silver
CUST01837,44,Male,North Dennismouth,Silver
CUST01838,58,Female,Smithville,Silver
CUST01839,63,Female,Riceburgh,Gold
CUST01840,75,Male,Carlberg,Gold
CUST01841,31,Female,Robertchester,Gold
CUST01842,25,Male,Lewisfurt,Gold
CUST01843,52,Female,East Robert,Silver
CUST01844,71,Male,Martinezstad,Gold
CUST01845,47,Male,Lauraburgh,Silver
CUST01846,33,Female,Ronaldhaven,Gold
CUST01847,46,Female,Port Alexis,Gold
CUST01848,79,Male,South Rachel,Silver
CUST01849,37,Male,Kristinburgh,Silver
CUST01850,45,Male,New Denise,Bronze
CUST01851,69,Male,Johnmouth,Standard
CUST01852,35,Female,Thomasview,Silver
CUST01853,66,Female,Lake Donnaburgh,Gold
CUST01854,33,Female,Ramirezfurt,Bronze
CUST01855,82,Male,Castillobury,Gold
CUST01856,20,Male,Lake Jamesstad,Silver
CUST01857,39,Female,South Andreaburgh,Standard
CUST01858,22,Female,South Lindsay,Standard
CUST01859,66,Male,Crystalton,Standard
CUST01860,81,Male,Garciamouth,Gold
CUST01861,70,Female,New Tinamouth,Gold
CUST01862,76,Female,Williamsonville,Standard
CUST01863,70,Male,Michaelchester,Gold
CUST01864,74,Female,East Joshua,Standard
CUST01865,55,Female,Tarastad,Gold
CUST01866,47,Female,South Timothystad,Silver
CUST01867,22,Female,Davidburgh,Gold
CUST01868,26,Female,West Stuartside,Standard
CUST01869,52,Male,North Clarence,Gold
CUST01870,66,Female,Matthewshire,Standard
CUST01871,49,Male,East Scott,Bronze
CUST01872,25,Male,South Donna,Bronze
CUST01873,78,Female,Angelafurt,Silver
CUST01874,22,Female,Port Jean,Bronze
CUST01875,84,Male,North Crystalmouth,Silver
CUST01876,46,Female,Denisefurt,Standard
CUST01877,70,Male,East Thomasside,Bronze
CUST01878,54,Female,Nathanshire,Bronze
CUST01879,23,Female,Coreytown,Standard
CUST01880,30,Male,Larryhaven,Standard
CUST01881,65,Male,South John,Bronze
CUST01882,37,Female,North Charlesstad,Gold
CUST01883,50,Male,Ashleybury,Standard
CUST01884,34,Female,Samanthabury,Gold
CUST01885,75,Female,Lucasside,Standard
CUST01886,43,Female,South Marilynchester,Bronze
CUST01887,73,Female,South Melissastad,Standard
CUST01888,47,Male,Ericberg,Silver
CUST01889,31,Female,Port Michealburgh,Bronze
CUST01890,50,Male,South Brianaside,Standard
CUST01891,56,Male,New David,Gold
CUST01892,78,Male,Stephenmouth,Gold
CUST01893,50,Female,Martinezview,Silver
CUST01894,19,Female,Lake Walterport,Gold
CUST01895,26,Female,Leeborough,Gold
CUST01896,68,Female,Gonzalezland,Standard
CUST01897,83,Female,Port Ericastad,Standard
CUST01898,32,Male,Manuelfort,Gold
CUST01899,24,Female,Vegaport,Standard
CUST01900,42,Female,South Jonathon,Bronze
CUST01901,34,Male,North Cindy,Gold
CUST01902,69,Male,Yvonnefurt,Bronze
CUST01903,62,Male,Sarafurt,Standard
CUST01904,34,Male,New Richardbury,Gold
CUST01905,50,Male,Ronaldchester,Standard
CUST01906,47,Male,East Travis,Bronze
CUST01907,75,Female,Dunntown,Bronze
CUST01908,76,Female,Kevinburgh,Gold
CUST01909,72,Male,New Charles,Silver
CUST01910,48,Female,Nicoleberg,Gold
CUST01911,26,Male,South John,Silver
CUST01912,61,Male,Pierceland,Standard
CUST01913,42,Female,Wintersfurt,Standard
CUST01914,71,Male,Velezton,Silver
CUST01915,66,Male,Jacquelineport,Gold
CUST01916,42,Female,Ramirezstad,Silver
CUST01917,22,Male,Simpsonside,Gold
CUST01918,23,Female,North Nicole,Silver
CUST01919,22,Male,Kristinafort,Bronze
CUST01920,49,Female,Fischerborough,Gold
CUST01921,40,Female,Glennfurt,Silver
CUST01922,64,Female,Pagefort,Gold
CUST01923,29,Male,Farleyfurt,Bronze
CUST01924,24,Male,West Maria,Silver
CUST01925,32,Male,Lake Kaylafurt,Silver
CUST01926,32,Male,New Davidville,Silver
CUST01927,73,Male,West Eric,Gold
CUST01928,45,Female,North Sandra,Gold
CUST01929,21,Female,Port Jill,Silver
CUST01930,83,Male,South Victorland,Standard
CUST01931,64,Female,Shepherdhaven,Bronze
CUST01932,28,Male,South Shelley,Silver
CUST01933,62,Female,North Alejandroton,Gold
CUST01934,77,Male,New Maryview,Gold
CUST01935,76,Male,North Alexhaven,Standard
CUST01936,56,Male,Michaelburgh,Silver
CUST01937,78,Male,Jacksonchester,Silver
CUST01938,32,Female,Arielchester,Gold
CUST01939,67,Male,Richardmouth,Bronze
CUST01940,51,Male,Lake Johnchester,Standard
CUST01941,43,Female,Michelleburgh,Bronze
CUST01942,38,Male,Lake Joshuachester,Silver
CUST01943,74,Female,South Jeremy,Silver
CUST01944,54,Male,Hubbardfurt,Gold
CUST01945,46,Male,North Lindseystad,Bronze
CUST01946,72,Female,Charlesburgh,Standard
CUST01947,38,Female,Port Ethan,Silver
CUST01948,29,Female,East Geraldbury,Standard
CUST01949,54,Male,Port Todd,Standard
CUST01950,75,Male,Kathrynshire,Silver
CUST01951,79,Male,Lake Brian,Bronze
CUST01952,82,Male,North Zachary,Bronze
CUST01953,27,Male,Samanthahaven,Silver
CUST01954,21,Female,Port Jessica,Standard
CUST01955,20,Male,Knightfort,Gold
CUST01956,19,Female,Meltontown,Standard
CUST01957,60,Male,New Heatherstad,Standard
CUST01958,57,Female,East Michelle,Standard
CUST01959,67,Male,Jeffreyberg,Bronze
CUST01960,44,Male,Beasleytown,Bronze
CUST01961,39,Female,West Brandon,Bronze
CUST01962,32,Female,Johnsonview,Silver
CUST01963,41,Male,Rebeccatown,Standard
CUST01964,54,Female,Chelseafurt,Gold
CUST01965,19,Male,East Michaelshire,Gold
CUST01966,60,Male,Patriciaville,Bronze
CUST01967,46,Female,New Kristinfurt,Gold
CUST01968,78,Male,Thomasshire,Silver
CUST01969,73,Female,West Paulafurt,Gold
CUST01970,26,Female,Gregoryborough,Bronze
CUST01971,71,Female,Lake Kelseyberg,Standard
CUST01972,21,Female,Port Lorimouth,Silver
CUST01973,51,Male,Brandonton,Bronze
CUST01974,44,Male,West Jasmine,Bronze
CUST01975,40,Male,Chenberg,Gold
CUST01976,65,Male,South Wanda,Silver
CUST01977,81,Male,East Valerie,Bronze
CUST01978,64,Male,Lake Donnachester,Standard
CUST01979,26,Male,East Megan,Gold
CUST01980,85,Female,Nguyenport,Gold
CUST01981,26,Female,Ashleytown,Silver
CUST01982,34,Male,South Bryantown,Standard
CUST01983,35,Female,New Brendaborough,Gold
CUST01984,20,Female,Port Seanfort,Silver
CUST01985,34,Male,Jensenberg,Gold
CUST01986,39,Male,Markport,Gold
CUST01987,45,Female,Sarahstad,Silver
CUST01988,18,Male,Lake Julie,Bronze
CUST01989,62,Female,Newtonberg,Standard
CUST01990,46,Male,Harrisonshire,Gold
CUST01991,46,Male,North Marcchester,Silver
CUST01992,44,Female,South Christopherfort,Silver
CUST01993,85,Male,Lake Aprilbury,Silver
CUST01994,51,Female,Nicholasside,Bronze
CUST01995,53,Male,Owenburgh,Silver
CUST01996,78,Female,Laurenland,Gold
CUST01997,68,Male,Port Denise,Bronze
CUST01998,80,Female,Port Lisashire,Standard
CUST01999,60,Female,Courtneyland,Silver
CUST02000,37,Female,South Robertville,Gold
CUST02001,23,Male,Christinahaven,Gold
CUST02002,57,Male,South Travis,Standard
CUST02003,19,Female,North Richard,Bronze
CUST02004,70,Male,Kevinchester,Gold
CUST02005,22,Male,New Maryland,Gold
CUST02006,26,Male,North Denisechester,Bronze
CUST02007,30,Male,East Randallbury,Silver
CUST02008,83,Female,Allisonmouth,Silver
CUST02009,29,Male,Stephanieport,Gold
CUST02010,41,Female,New Jessicahaven,Standard
CUST02011,77,Male,South Raymond,Bronze
CUST02012,67,Male,Port Randyborough,Gold
CUST02013,54,Female,Stevenburgh,Gold
CUST02014,32,Female,Yvonneberg,Standard
CUST02015,78,Male,Port Dylanport,Gold
CUST02016,67,Female,Erikaberg,Silver
CUST02017,50,Male,West Rachel,Standard
CUST02018,35,Male,Francismouth,Gold
CUST02019,24,Female,Patrickberg,Gold
CUST02020,40,Female,Jarvisview,Silver
CUST02021,44,Male,South Adamstad,Gold
CUST02022,62,Female,New Christinamouth,Standard
CUST02023,58,Female,East Williamside,Gold
CUST02024,35,Male,South Benjaminland,Silver
CUST02025,85,Male,Angelview,Standard
CUST02026,34,Female,Emilyview,Gold
CUST02027,37,Male,Lake Elizabeth,Bronze
CUST02028,73,Male,Laurenmouth,Standard
CUST02029,44,Male,Lake Roberttown,Standard
CUST02030,21,Female,Faulknershire,Gold
CUST02031,27,Male,East Douglas,Silver
CUST02032,58,Male,Nicholsonfurt,Bronze
CUST02033,40,Male,Tiffanyfort,Gold
CUST02034,79,Female,Villanuevaberg,Standard
CUST02035,41,Male,South Rebeccaville,Silver
CUST02036,74,Female,New Paulport,Silver
CUST02037,57,Male,Port Elizabeth,Silver
CUST02038,56,Male,Bradleystad,Standard
CUST02039,38,Female,Greenside,Silver
CUST02040,31,Male,Carlbury,Silver
CUST02041,73,Female,Port Johnside,Silver
CUST02042,61,Male,Baileyburgh,Silver
CUST02043,26,Female,South Robert,Standard
CUST02044,53,Male,Alberthaven,Silver
CUST02045,51,Male,Humphreystad,Standard
CUST02046,46,Male,Lake Phillipborough,Silver
CUST02047,30,Male,East Sarahmouth,Silver
CUST02048,73,Female,Port Zacharyfort,Bronze
CUST02049,72,Female,Port Jeffreystad,Bronze
CUST02050,25,Female,Michaelborough,Gold
CUST02051,39,Male,North Elizabethland,Bronze
CUST02052,75,Female,New Allisonstad,Gold
CUST02053,39,Male,Hicksport,Bronze
CUST02054,39,Female,Salinasborough,Standard
CUST02055,42,Male,Stevenburgh,Standard
CUST02056,54,Male,South Colton,Standard
CUST02057,28,Female,Seanton,Silver
CUST02058,79,Female,Lake Thomas,Bronze
CUST02059,39,Male,Garciafurt,Silver
CUST02060,53,Female,Michellefort,Gold
CUST02061,80,Female,Lake David,Bronze
CUST02062,48,Female,Kempstad,Silver
CUST02063,80,Male,Joshuachester,Gold
CUST02064,55,Male,New Elizabeth,Standard
CUST02065,29,Female,New Courtney,Standard
CUST02066,50,Female,West Adamchester,Standard
CUST02067,45,Male,Dominiqueville,Gold
CUST02068,44,Female,Hamiltonmouth,Gold
CUST02069,76,Male,New Michaelfort,Standard
CUST02070,52,Female,New Alexisbury,Gold
CUST02071,19,Female,West Tylershire,Standard
CUST02072,70,Female,Derrickborough,Silver
CUST02073,54,Male,Port Alyssabury,Standard
CUST02074,28,Female,Roychester,Bronze
CUST02075,73,Male,Markshire,Bronze
CUST02076,63,Female,Sharonmouth,Standard
CUST02077,48,Male,North Karenstad,Standard
CUST02078,20,Male,East Brucestad,Standard
CUST02079,81,Female,Ryanview,Gold
CUST02080,78,Female,Kristymouth,Bronze
CUST02081,78,Female,West Kayleeport,Bronze
CUST02082,56,Female,Ambermouth,Gold
CUST02083,74,Male,Craigfurt,Bronze
CUST02084,83,Male,East Stephaniemouth,Bronze
CUST02085,81,Female,Kristinshire,Standard
CUST02086,65,Female,Williamchester,Silver
CUST02087,74,Female,Molinabury,Bronze
CUST02088,80,Female,Martinezside,Bronze
CUST02089,63,Male,New Matthew,Gold
CUST02090,22,Male,Wilsonland,Gold
CUST02091,26,Male,Lake Davidport,Standard
CUST02092,40,Female,Valdezside,Standard
CUST02093,82,Female,North Matthewton,Bronze
CUST02094,21,Male,Port Roberta,Gold
CUST02095,43,Male,Port Angelaton,Gold
CUST02096,42,Male,South Nicole,Gold
CUST02097,79,Male,Markport,Gold
CUST02098,34,Male,South Taylor,Standard
CUST02099,25,Male,Kevinville,Silver
CUST02100,20,Male,Arellanoton,Standard
CUST02101,77,Male,South Collinland,Standard
CUST02102,55,Female,East Veronicafurt,Standard
CUST02103,81,Female,South Joseph,Gold
CUST02104,41,Male,Aaronchester,Standard
CUST02105,49,Male,Harringtonport,Bronze
CUST02106,66,Female,South Jennifer,Bronze
CUST02107,38,Female,Peterschester,Bronze
CUST02108,79,Male,Tiffanymouth,Standard
CUST02109,85,Male,New Jimmy,Silver
CUST02110,71,Female,Kellerchester,Silver
CUST02111,71,Female,North Michele,Gold
CUST02112,30,Male,Jeffreyhaven,Gold
CUST02113,31,Male,Pamelaberg,Gold
CUST02114,68,Male,East Brandi,Standard
CUST02115,58,Male,Alexandriahaven,Standard
CUST02116,28,Male,East Jacob,Standard
CUST02117,50,Female,West Johnfort,Bronze
CUST02118,31,Female,South Robertborough,Standard
CUST02119,28,Male,Jeffreymouth,Bronze
CUST02120,22,Female,West Brandonshire,Bronze
CUST02121,34,Male,East Stephanie,Standard
CUST02122,39,Female,Garciamouth,Silver
CUST02123,74,Male,Carloshaven,Standard
CUST02124,50,Female,South Joannshire,Gold
CUST02125,23,Female,Brownshire,Bronze
CUST02126,65,Male,Colestad,Bronze
CUST02127,37,Male,New Amandaborough,Silver
CUST02128,20,Male,West Samantha,Standard
CUST02129,24,Female,New Katelynmouth,Bronze
CUST02130,69,Female,Watsonhaven,Bronze
CUST02131,55,Male,Powellland,Bronze
CUST02132,54,Female,Heatherhaven,Bronze
CUST02133,28,Male,Caitlynville,Standard
CUST02134,41,Male,Michelleberg,Bronze
CUST02135,51,Male,New Elizabeth,Gold
CUST02136,71,Female,Port Colleentown,Bronze
CUST02137,73,Male,Terryborough,Silver
CUST02138,37,Female,West Billview,Standard
CUST02139,37,Male,Joelchester,Silver
CUST02140,83,Female,Reginachester,Gold
CUST02141,69,Male,Lovestad,Silver
CUST02142,74,Female,West Louis,Bronze
CUST02143,83,Female,New Robert,Bronze
CUST02144,49,Male,Lake Gabrielville,Standard
CUST02145,25,Female,Martinezberg,Standard
CUST02146,65,Female,Meredithfort,Silver
CUST02147,18,Female,Garciaside,Gold
CUST02148,47,Male,Lake Dustintown,Bronze
CUST02149,22,Male,New Johnton,Gold
CUST02150,18,Male,Alexanderchester,Bronze
CUST02151,79,Male,North Tyler,Standard
CUST02152,75,Female,Kellyhaven,Bronze
CUST02153,23,Male,Jeffreyview,Standard
CUST02154,68,Male,Dianaland,Gold
CUST02155,65,Male,Williammouth,Bronze
CUST02156,55,Male,Garciamouth,Bronze
CUST02157,20,Female,Michaelshire,Silver
CUST02158,72,Female,Gonzalezfurt,Gold
CUST02159,20,Female,Lorifurt,Silver
CUST02160,68,Female,Gonzalezton,Gold
CUST02161,63,Male,Weisshaven,Bronze
CUST02162,49,Female,North Traceyshire,Bronze
CUST02163,80,Female,Richardton,Silver
CUST02164,72,Female,Jamesside,Silver
CUST02165,23,Male,Valenciachester,Silver
CUST02166,40,Female,Jenniferfurt,Standard
CUST02167,83,Female,New Kathleenview,Bronze
CUST02168,37,Female,Rodneyland,Bronze
CUST02169,34,Female,North Teresa,Gold
CUST02170,33,Male,Christopherberg,Silver
CUST02171,19,Male,Cookside,Bronze
CUST02172,28,Male,Higginsland,Standard
CUST02173,39,Female,Danielhaven,Standard
CUST02174,26,Male,North Laurabury,Standard
CUST02175,27,Male,South Daisyville,Standard
CUST02176,80,Male,North Amber,Gold
CUST02177,52,Female,East Meganville,Standard
CUST02178,84,Male,Lake Carlos,Gold
CUST02179,81,Female,Jacobview,Bronze
CUST02180,76,Male,Michaelfurt,Standard
CUST02181,34,Male,Morrisbury,Bronze
CUST02182,85,Male,Christinaburgh,Bronze
CUST02183,81,Male,New Brooke,Standard
CUST02184,43,Male,New Larryside,Standard
CUST02185,41,Female,North Patriciaborough,Bronze
CUST02186,72,Male,North Franktown,Gold
CUST02187,60,Male,New Scott,Silver
CUST02188,75,Male,New Mike,Silver
CUST02189,43,Male,Fosterton,Gold
CUST02190,35,Male,East Jenniferton,Gold
CUST02191,57,Female,Donaldtown,Gold
CUST02192,60,Female,New Johnnymouth,Standard
CUST02193,72,Female,North Alyssa,Bronze
CUST02194,67,Male,North Scott,Bronze
CUST02195,80,Male,Lake Shannon,Bronze
CUST02196,59,Female,Lake Kellymouth,Gold
CUST02197,61,Male,Fernandezfort,Bronze
CUST02198,27,Female,South Alexanderborough,Standard
CUST02199,25,Female,New Charlesside,Silver
CUST02200,72,Male,North Robertberg,Gold
CUST02201,36,Female,Ianside,Bronze
CUST02202,82,Female,Nicoleland,Bronze
CUST02203,71,Female,Smithside,Bronze
CUST02204,59,Male,Nicholasberg,Silver
CUST02205,54,Male,Chadstad,Standard
CUST02206,52,Female,Mariahtown,Silver
CUST02207,82,Female,Jonesview,Bronze
CUST02208,52,Female,South Belinda,Bronze
CUST02209,22,Male,Richardtown,Silver
CUST02210,80,Male,Alexandermouth,Silver
CUST02211,44,Male,Woodside,Gold
CUST02212,66,Male,Boyleville,Standard
CUST02213,42,Female,Cunninghambury,Gold
CUST02214,22,Male,Harttown,Silver
CUST02215,80,Male,Brendaland,Bronze
CUST02216,27,Female,Port Robertland,Silver
CUST02217,24,Female,Kristinberg,Standard
CUST02218,46,Female,Juarezland,Bronze
CUST02219,41,Male,New Alecside,Gold
CUST02220,60,Female,New Katiechester,Silver
CUST02221,23,Female,New Amber,Gold
CUST02222,58,Female,Lake Williamtown,Bronze
CUST02223,36,Male,Lake Madelineport,Standard
CUST02224,50,Female,Jamieview,Bronze
CUST02225,64,Female,East Seanshire,Gold
CUST02226,46,Female,New Samuelmouth,Gold
CUST02227,79,Female,Dalemouth,Bronze
CUST02228,46,Male,Sarahmouth,Gold
CUST02229,72,Male,Vazquezberg,Silver
CUST02230,37,Male,Parksfurt,Standard
CUST02231,38,Female,Louisstad,Standard
CUST02232,44,Female,Joeside,Standard
CUST02233,71,Male,Port Lisaland,Gold
CUST02234,44,Female,Harrisonside,Silver
CUST02235,30,Female,Paulton,Bronze
CUST02236,65,Male,West Joyceton,Gold
CUST02237,82,Female,Melissamouth,Bronze
CUST02238,62,Male,Chadton,Bronze
CUST02239,64,Male,West Lindashire,Standard
CUST02240,56,Male,Toddview,Standard
CUST02241,20,Male,Coxstad,Bronze
CUST02242,28,Male,Carolside,Silver
CUST02243,59,Female,West Matthew,Silver
CUST02244,82,Male,South Cory,Bronze
CUST02245,50,Female,Jonathanhaven,Silver
CUST02246,83,Male,Brockchester,Silver
CUST02247,39,Male,North Steven,Silver
CUST02248,38,Male,Randallchester,Standard
CUST02249,37,Male,Batesburgh,Bronze
CUST02250,49,Male,East Monica,Standard
CUST02251,79,Male,Port Kimberlyside,Bronze
CUST02252,79,Male,Thompsonfort,Gold
CUST02253,32,Male,Robertstad,Standard
CUST02254,62,Male,New Paul,Bronze
CUST02255,50,Female,Farleyport,Bronze
CUST02256,36,Male,Lake Debra,Silver
CUST02257,64,Female,New Sandrafort,Silver
CUST02258,40,Female,New Cassandramouth,Standard
CUST02259,28,Female,New Ashleyshire,Standard
CUST02260,47,Male,Jessicaborough,Gold
CUST02261,49,Female,Samanthashire,Gold
CUST02262,43,Male,North Richard,Bronze
CUST02263,61,Female,Ryanport,Standard
CUST02264,39,Male,Fowlerton,Bronze
CUST02265,56,Female,Lake Joseph,Silver
CUST02266,50,Male,Toddton,Standard
CUST02267,64,Male,Wellsburgh,Bronze
CUST02268,49,Male,South Jacob,Standard
CUST02269,81,Female,New Jacqueline,Bronze
CUST02270,34,Female,West Daniel,Bronze
CUST02271,55,Female,East Josephburgh,Silver
CUST02272,48,Male,Port Jonathan,Standard
CUST02273,44,Male,South Victoriashire,Standard
CUST02274,78,Male,East Bradley,Bronze
CUST02275,27,Male,Lake Christopher,Silver
CUST02276,52,Male,West Pamela,Bronze
CUST02277,84,Female,Henryland,Bronze
CUST02278,33,Female,East Bradley,Silver
CUST02279,79,Male,North Timothytown,Silver
CUST02280,68,Male,East Charlesborough,Gold
CUST02281,48,Female,Meganstad,Silver
CUST02282,33,Female,North Melanieberg,Standard
CUST02283,38,Male,Jessicaville,Standard
CUST02284,21,Male,New Zachary,Gold
CUST02285,56,Female,Haydenport,Silver
CUST02286,40,Female,Coffeystad,Bronze
CUST02287,72,Female,Wilkersonmouth,Gold
CUST02288,51,Male,Port Amandafurt,Standard
CUST02289,84,Male,Thomaston,Bronze
CUST02290,49,Female,Lake Christopher,Standard
CUST02291,62,Female,South Travisstad,Bronze
CUST02292,45,Male,West Adriennehaven,Bronze
CUST02293,25,Female,New Kenneth,Bronze
CUST02294,61,Female,West Charles,Gold
CUST02295,45,Male,North Renee,Silver
CUST02296,36,Male,Richardport,Silver
CUST02297,49,Male,Tanyahaven,Standard
CUST02298,52,Male,Michelleberg,Standard
CUST02299,66,Female,Port Derrickview,Bronze
CUST02300,27,Female,Johnsonberg,Gold
CUST02301,61,Male,Martinchester,Gold
CUST02302,51,Female,Johnhaven,Silver
CUST02303,57,Female,Maxmouth,Bronze
CUST02304,28,Female,East Timothy,Silver
CUST02305,71,Female,Austinton,Bronze
CUST02306,83,Female,Lake Jacqueline,Gold
CUST02307,68,Female,Margaretport,Gold
CUST02308,21,Female,South Jack,Silver
CUST02309,19,Female,Lake Rebekah,Gold
CUST02310,55,Male,South Brent,Standard
CUST02311,38,Male,Lake Christy,Standard
CUST02312,71,Male,Ingramberg,Gold
CUST02313,29,Female,Moorefurt,Bronze
CUST02314,83,Female,Colemanborough,Silver
CUST02315,41,Female,South Lindsey,Gold
CUST02316,85,Male,Maxwellfurt,Silver
CUST02317,30,Male,East Lucas,Standard
CUST02318,65,Male,South Crystal,Bronze
CUST02319,42,Female,East Amandafurt,Gold
CUST02320,81,Male,East Amyton,Bronze
CUST02321,23,Female,New Brandonville,Gold
CUST02322,27,Female,South Diana,Silver
CUST02323,61,Female,New Andrew,Silver
CUST02324,73,Female,East Evanport,Gold
CUST02325,65,Female,Kimberlyborough,Silver
CUST02326,81,Female,Christopherstad,Silver
CUST02327,61,Female,New Brian,Silver
CUST02328,56,Female,Port Aliciaborough,Bronze
CUST02329,70,Female,Cheyenneton,Silver
CUST02330,37,Male,North Robin,Bronze
CUST02331,40,Female,Port Andreaborough,Silver
CUST02332,35,Male,East Kathleen,Gold
CUST02333,49,Male,Port Kellyton,Silver
CUST02334,55,Female,Kentchester,Bronze
CUST02335,36,Male,South Sandra,Standard
CUST02336,83,Male,Leefort,Standard
